Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog
Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,44,57,77.2,835,214,16,23,69.6,21,25,84,6,7,85.7,0,0,0,1,2,1,0,3
Jack Stephens,eng ENG,DF,Southampton,27,1994,9,348,445,78.2,7199,2324,118,127,92.9,168,201,83.6,55,102,53.9,0,0.3,-0.3,4,21,1,0,24
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,722,876,82.4,10189,2123,456,508,89.8,222,262,84.7,26,47,55.3,5,4.6,0.4,41,16,55,8,75
Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,5,8,62.5,94,51,2,3,66.7,3,4,75,0,1,0,0,0,0,1,0,1,0,2
John Stones,eng ENG,DF,Manchester City,27,1994,12.4,905,976,92.7,18686,4562,314,339,92.6,439,453,96.9,146,172,84.9,0,0.1,-0.1,3,75,2,0,43
Pascal Struijk,nl NED,DF,Leeds United,21,1999,22.8,1059,1213,87.3,22171,6139,325,356,91.3,564,605,93.2,162,227,71.4,0,0.3,-0.3,6,60,2,0,72
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,50,69,72.5,751,190,26,31,83.9,18,25,72,3,6,50,0,0.1,-0.1,2,4,4,0,7
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,327,396,82.6,5889,1750,148,167,88.6,144,170,84.7,30,51,58.8,0,0.4,-0.4,2,9,5,1,18
Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,599,805,74.4,11681,5580,244,288,84.7,272,327,83.2,74,151,49,1,2.2,-1.2,22,67,23,8,94
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,568,777,73.1,10321,5142,251,287,87.5,247,313,78.9,57,146,39,0,1.6,-1.6,20,47,14,4,52
James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,802,1120,71.6,20232,7971,197,258,76.4,365,471,77.5,231,371,62.3,2,0.6,1.4,9,82,13,0,92
Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,584,714,81.8,9809,2847,303,332,91.3,231,271,85.2,45,80,56.3,1,1,0,9,26,10,6,28
Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,977,1364,71.6,18453,7863,458,518,88.4,361,459,78.6,140,321,43.6,3,3.5,-0.5,20,64,26,19,79
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,112,181,61.9,1695,440,67,84,79.8,33,56,58.9,7,24,29.2,1,0.7,0.3,7,7,3,2,12
Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,887,1178,75.3,14415,5853,465,523,88.9,339,415,81.7,66,193,34.2,4,2,2,27,50,17,6,60
Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,1008,1256,80.3,16099,5883,507,560,90.5,429,507,84.6,53,127,41.7,1,1.6,-0.6,11,66,14,2,73
Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,21,41,51.2,338,92,10,14,71.4,8,10,80,2,13,15.4,0,0,0,0,0,0,0,1
Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,1437,1746,82.3,27111,7669,604,680,88.8,636,723,88,175,291,60.1,4,4.9,-0.9,40,164,29,6,164
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,904,1164,77.7,17193,5517,352,400,88,449,523,85.9,92,199,46.2,3,1.9,1.1,22,73,25,16,76
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,883,1085,81.4,15671,5400,404,455,88.8,376,458,82.1,89,138,64.5,1,0.6,0.4,12,74,17,13,55
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,276,314,87.9,6692,1750,46,51,90.2,167,177,94.4,62,82,75.6,0,0.4,-0.4,2,5,0,0,9
Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,458,779,58.8,6695,2319,273,395,69.1,128,234,54.7,34,74,45.9,5,5.8,-0.8,40,58,28,2,77
Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,55,72,76.4,834,75,29,36,80.6,18,21,85.7,5,6,83.3,1,0,1,1,2,1,0,2
Cenk Tosun,tr TUR,FW,Everton,30,1991,0.1,2,2,100,37,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0
Andros Townsend,eng ENG,MF,Everton,30,1991,16.2,342,487,70.2,5948,2075,162,190,85.3,138,175,78.9,37,96,38.5,2,2.4,-0.4,30,18,28,13,46
Adama Traoré,es ESP,FW,Wolves,25,1996,11.9,245,329,74.5,4223,794,125,159,78.6,85,113,75.2,31,41,75.6,0,1.7,-1.7,19,17,15,7,23
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,62,83,74.7,1115,254,30,34,88.2,25,33,75.8,7,10,70,0,0,0,0,5,4,0,10
Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,6,6,100,97,37,5,5,100,0,0,,1,1,100,0,0,0,0,2,1,0,1
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,353,458,77.1,5918,1285,183,211,86.7,127,152,83.6,35,63,55.6,1,1.2,-0.2,15,27,13,5,32
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,190,276,68.8,3993,2093,74,85,87.1,71,102,69.6,40,77,51.9,0,0.4,-0.4,7,16,6,0,18
William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,440,557,79,11533,3675,65,78,83.3,244,272,89.7,130,200,65,0,0.1,-0.1,1,29,1,0,31
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,918,1188,77.3,16187,3600,471,555,84.9,303,388,78.1,116,163,71.2,3,4.1,-1.1,46,70,58,7,123
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,512,698,73.4,9298,3200,226,253,89.3,224,278,80.6,57,131,43.5,2,2.6,-0.6,26,25,14,9,45
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,197,227,86.8,4287,1116,50,55,90.9,104,115,90.4,39,53,73.6,0,0,0,0,3,0,0,6
Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,85,122,69.7,1564,425,40,48,83.3,35,44,79.5,9,21,42.9,0,0.2,-0.2,4,13,1,0,11
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,75,102,73.5,1283,325,39,47,83,26,31,83.9,8,16,50,0,1,-1,8,3,2,1,7
Yan Valery,fr FRA,DF,Southampton,22,1999,4.1,108,155,69.7,1899,592,46,58,79.3,50,64,78.1,8,24,33.3,0,0.1,-0.1,1,10,1,1,8
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,2287,2520,90.8,51299,16562,601,649,92.6,1233,1288,95.7,442,564,78.4,1,0.4,0.6,6,169,4,0,104
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,986,1096,90,22762,5946,230,245,93.9,539,580,92.9,212,260,81.5,1,0.2,0.8,4,68,0,0,41
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,192,266,72.2,3283,659,88,118,74.6,83,105,79,14,24,58.3,2,1.6,0.4,19,12,19,3,27
Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,1440,1842,78.2,28877,10751,468,531,88.1,773,936,82.6,184,315,58.4,1,1.1,-0.1,16,126,18,6,115
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,328,357,91.9,7332,2082,87,91,95.6,180,188,95.7,57,70,81.4,0,0,0,1,12,0,0,15
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,170,220,77.3,2423,413,107,119,89.9,51,65,78.5,6,19,31.6,0,0.4,-0.4,8,3,4,0,13
Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,76,112,67.9,889,186,49,69,71,16,24,66.7,1,2,50,3,0.6,2.4,6,2,1,0,4
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,61,86,70.9,842,142,36,43,83.7,22,32,68.8,2,4,50,0,0,0,1,2,1,0,3
Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,1465,1647,88.9,28597,7636,568,603,94.2,695,758,91.7,193,256,75.4,2,1.1,0.9,13,175,20,5,86
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,1071,1359,78.8,17488,6435,556,627,88.7,420,522,80.5,77,140,55,2,2.9,-0.9,23,66,37,3,124
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,929,1113,83.5,13817,4639,553,605,91.4,299,345,86.7,48,88,54.5,0,0.9,-0.9,14,43,12,7,53
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,30,34,88.2,766,417,6,6,100,18,18,100,6,10,60,0,0,0,0,0,0,0,0
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,1374,1717,80,25490,9127,583,651,89.6,623,720,86.5,153,297,51.5,0,0.6,-0.6,7,92,15,4,85
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,1671,2132,78.4,31243,9791,708,773,91.6,714,810,88.1,219,492,44.5,5,6.2,-1.2,70,164,23,9,135
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,493,689,71.6,6727,1304,314,401,78.3,128,186,68.8,23,41,56.1,2,2.9,-0.9,32,30,24,1,48
Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,935,1137,82.2,20165,7302,256,293,87.4,520,568,91.5,149,252,59.1,0,0.1,-0.1,1,99,1,0,73
Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,288,432,66.7,3598,813,190,258,73.6,66,99,66.7,12,19,63.2,3,1.4,1.6,12,18,8,1,19
Danny Welbeck,eng ENG,FW,Brighton,30,1990,16.4,227,284,79.9,2800,435,161,189,85.2,52,62,83.9,5,10,50,2,1,1,15,9,8,0,16
Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,302,399,75.7,4163,589,183,215,85.1,95,123,77.2,10,22,45.5,1,0.4,0.6,9,9,11,2,17
Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,859,1226,70.1,17879,6040,326,372,87.6,346,446,77.6,172,366,47,3,3.6,-0.6,31,106,32,3,107
Ben White,eng ENG,DF,Arsenal,23,1997,32,1538,1793,85.8,31146,9415,512,558,91.8,816,883,92.4,197,315,62.5,0,0.6,-0.6,9,121,6,0,90
Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,901,1115,80.8,16354,6032,389,432,90,422,510,82.7,84,148,56.8,1,1.3,-0.3,19,43,19,4,82
Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,8,8,100,153,32,1,1,100,5,5,100,1,1,100,1,0.6,0.4,1,0,0,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,438,542,80.8,7141,1720,232,275,84.4,151,177,85.3,38,58,65.5,0,1.2,-1.2,16,33,8,3,37
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,123,176,69.9,1784,340,61,84,72.6,44,59,74.6,6,11,54.5,0,0.6,-0.6,10,7,4,1,7
Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,573,662,86.6,11215,3226,218,235,92.8,255,285,89.5,85,119,71.4,1,1.5,-0.5,11,61,15,0,68
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,14.3,190,279,68.1,2889,636,110,140,78.6,55,83,66.3,18,29,62.1,1,0.7,0.3,8,8,10,1,25
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,179,320,55.9,2234,495,122,196,62.2,40,80,50,7,15,46.7,0,1,-1,10,18,2,0,13
Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,182,308,59.1,2670,566,120,188,63.8,47,81,58,12,16,75,0,0.2,-0.2,7,17,5,0,19
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,74,123,60.2,2481,1475,8,8,100,34,34,100,31,80,38.8,0,0,0,0,6,0,0,0
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,1346,1548,87,25063,6693,572,633,90.4,579,641,90.3,169,217,77.9,2,2.3,-0.3,35,160,45,5,145
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,3.5,79,107,73.8,1336,277,41,55,74.5,29,37,78.4,8,11,72.7,0,0.2,-0.2,3,1,5,1,8
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,481,627,76.7,8593,3001,238,274,86.9,181,223,81.2,56,105,53.3,2,0.7,1.3,12,34,10,3,34
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,749,965,77.6,12150,3375,390,470,83,278,344,80.8,64,94,68.1,1,4.8,-3.8,44,38,65,15,116
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,48,66,72.7,987,375,13,15,86.7,26,30,86.7,8,17,47.1,0,0,0,0,2,1,0,3
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,947,1061,89.3,16231,4714,475,509,93.3,386,418,92.3,81,111,73,4,2,2,16,91,23,3,98
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,14.7,543,737,73.7,8923,2929,297,336,88.4,176,227,77.5,51,127,40.2,3,3.5,-0.5,30,49,32,10,76
Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,845,950,88.9,17791,4932,238,253,94.1,476,510,93.3,128,182,70.3,0,0,0,0,25,1,0,31
