Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,0.8,21,21,0,0,0,5,0,0,0,0,0,0,21,0,0,1,19,0,0,1,17,0,1,2,0
Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,0.9,87,75,12,4,0,1,3,4,0,0,0,0,61,16,10,74,2,3,8,0,73,0,0,1,6
Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34,939,716,223,47,0,106,21,0,0,0,0,0,654,42,243,80,707,1,0,129,781,0,15,8,2
Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,650,636,14,14,0,106,14,0,0,0,0,0,567,36,47,56,576,11,0,1,602,0,10,7,7
Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,1377,1011,366,79,0,103,34,0,0,0,0,0,794,62,521,883,214,1,0,256,1008,4,46,11,2
Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,483,432,51,23,0,52,27,15,27,11,11,0,323,50,110,65,368,31,1,4,386,1,4,15,13
James Milner,eng ENG,MFDF,Liverpool,35,1986,9.5,749,691,58,16,2,83,20,20,13,0,10,0,532,108,109,58,624,26,29,2,623,2,9,20,19
Yerry Mina,co COL,DF,Everton,26,1994,9.4,353,345,8,5,0,69,13,2,0,0,0,0,251,44,58,54,243,35,3,1,289,1,8,6,8
Takumi Minamino,jp JPN,FWMF,Liverpool,26,1995,2.1,75,75,0,0,1,15,1,0,0,0,0,0,61,9,5,13,58,1,0,1,63,1,1,2,1
Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,1580,1507,73,53,2,162,37,4,0,0,0,0,1089,131,360,1158,254,98,18,2,1272,3,37,29,19
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,1900,1497,403,33,1,227,16,56,4,2,2,0,1011,366,523,1290,146,78,366,1,1384,8,48,75,74
Jakub Moder,pl POL,MFFW,Brighton,22,1999,18.9,806,777,29,10,0,127,11,28,8,4,3,0,601,99,106,182,568,28,7,3,590,2,12,32,36
Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,37,37,0,0,0,7,3,0,0,0,0,0,25,3,9,0,32,2,0,0,32,0,0,1,1
Mason Mount,eng ENG,MFFW,Chelsea,22,1999,26.3,1272,1161,111,13,6,215,44,79,91,38,43,2,936,134,202,122,1109,22,4,5,991,6,12,44,45
Lucas Moura,br BRA,FWMF,Tottenham,28,1992,19.7,765,746,19,8,7,159,5,26,1,0,0,0,562,89,114,85,606,26,7,6,576,9,8,43,24
João Moutinho,pt POR,MF,Wolves,34,1986,33,1983,1807,176,88,3,337,106,32,75,14,41,4,1343,242,398,135,1730,91,6,6,1671,3,21,43,34
Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,10,10,0,0,0,3,0,0,0,0,0,0,7,1,2,4,5,1,0,0,7,1,0,0,0
Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,16.4,572,486,86,9,1,93,11,49,4,3,0,1,290,163,119,94,361,33,73,1,364,2,14,36,41
Enock Mwepu,zm ZAM,MFFW,Brighton,23,1998,11.1,398,394,4,2,1,85,7,9,0,0,0,0,282,61,55,43,316,26,1,5,300,0,6,20,13
Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,461,339,122,15,1,56,7,27,3,2,1,0,213,106,142,310,14,23,104,2,324,0,11,8,14
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10,374,365,9,8,0,49,3,1,0,0,0,0,303,28,43,301,41,23,0,1,319,1,3,15,6
Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,18,919,897,22,20,0,165,18,2,0,0,0,0,681,101,137,101,726,52,2,3,757,2,16,24,20
Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,264,256,8,2,0,34,2,2,0,0,0,0,241,14,9,20,238,3,0,1,228,0,1,12,7
Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,11,11,0,0,0,0,0,0,0,0,0,0,9,1,1,2,8,1,0,0,10,0,0,0,1
Pedro Neto,pt POR,FWMF,Wolves,21,2000,5.2,228,201,27,6,0,36,13,23,17,5,8,1,157,22,49,186,29,9,1,1,171,0,2,7,8
Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,1925,1856,69,59,9,323,123,21,6,0,3,0,1383,181,361,162,1698,36,4,5,1593,12,39,62,30
Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10,433,343,90,9,0,72,5,18,3,0,3,0,212,100,121,26,285,27,78,2,322,3,11,11,17
Saúl Ñíguez,es ESP,MFDF,Chelsea,26,1994,5.3,348,319,29,11,0,33,4,6,0,0,0,0,250,52,46,240,71,13,18,0,302,0,4,12,7
Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,233,224,9,0,0,35,3,11,0,0,0,0,183,29,21,31,183,12,0,1,187,0,3,10,8
Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,53,52,1,1,0,0,2,0,0,0,0,0,37,6,10,4,46,2,0,1,46,0,0,1,0
Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,276,265,11,8,0,25,5,0,1,0,0,0,232,13,31,12,259,4,0,0,249,1,5,4,3
Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,1655,1566,89,43,3,280,27,14,0,0,0,0,1129,217,309,237,1236,121,5,8,1321,2,25,70,29
Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,778,719,59,30,5,120,47,15,20,13,3,1,429,112,237,75,617,47,8,5,537,3,27,41,20
Martin Ødegaard,no NOR,MF,Arsenal,22,1998,30.9,1598,1476,122,32,8,247,35,26,31,17,7,3,1244,172,182,1400,129,34,11,13,1355,7,15,54,34
Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,452,447,5,3,0,41,1,0,0,0,0,0,353,22,77,264,156,19,1,1,392,2,5,2,3
Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,12.7,640,565,75,34,3,94,38,48,31,20,6,0,418,65,157,523,85,12,10,4,464,6,17,20,24
Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,48,26,22,2,0,1,1,0,0,0,0,0,13,1,34,3,33,0,0,6,25,1,3,0,1
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,226,210,16,8,0,27,7,0,0,0,0,0,174,14,38,19,177,19,8,1,196,0,2,1,3
Tyler Onyango,eng ENG,MFFW,Everton,18,2003,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,327,318,9,1,0,61,6,6,0,0,0,0,228,45,54,30,249,24,7,2,261,0,6,13,8
Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,37,37,0,0,0,11,1,1,0,0,0,0,30,5,2,1,34,0,0,0,30,0,0,2,1
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,8.7,403,393,10,3,0,63,9,22,2,1,1,0,295,43,65,35,349,12,1,3,318,1,6,8,18
Cole Palmer,eng ENG,FWMF,Manchester City,19,2002,1.4,53,53,0,0,2,13,0,4,0,0,0,0,44,2,7,45,5,1,0,0,45,0,0,0,0
Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0
Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,1183,1160,23,21,2,154,37,3,0,0,0,0,887,145,151,87,1030,41,2,5,1016,3,17,35,16
Nicolas Pépé,ci CIV,FWMF,Arsenal,26,1995,7.7,365,327,38,3,1,68,11,11,32,10,10,6,271,35,59,310,22,10,3,3,293,3,3,10,6
Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11,646,541,105,3,0,89,7,17,0,0,0,0,403,126,117,74,443,15,102,0,520,0,4,23,28
Ayoze Pérez,es ESP,MFFW,Leicester City,28,1993,4.9,155,152,3,0,0,50,3,4,0,0,0,0,106,32,17,14,123,6,1,5,121,1,3,6,7
Sonny Perkins,eng ENG,FW,West Ham,17,2004,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romain Perraud,fr FRA,DF,Southampton,23,1997,18,750,597,153,6,0,101,12,49,3,0,2,0,382,157,211,532,37,24,144,1,492,2,12,28,48
Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,943,897,46,32,0,140,46,7,4,3,0,1,600,132,211,102,790,30,6,1,768,2,18,34,12
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Pickford,eng ENG,GK,Everton,27,1994,35,1135,737,398,134,0,84,56,0,0,0,0,0,282,29,824,794,126,0,0,108,594,6,52,22,4
Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,344,264,80,3,1,47,6,4,0,0,0,0,146,102,96,219,19,22,77,1,242,3,7,13,15
Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,1555,1316,239,41,0,196,19,28,0,0,0,0,844,269,442,989,117,154,197,3,1180,7,21,30,17
Przemysław Płacheta,pl POL,FWMF,Norwich City,23,1998,5.6,157,138,19,1,1,32,7,10,11,6,3,1,90,28,39,127,14,5,7,1,107,1,2,3,13
Daniel Podence,pt POR,FWMF,Wolves,25,1995,16.5,636,598,38,3,5,128,24,34,18,2,10,3,420,99,117,77,518,16,10,13,465,1,8,47,26
Paul Pogba,fr FRA,MFFW,Manchester Utd,28,1993,15,879,865,14,12,5,184,47,15,1,0,0,0,655,89,135,94,737,18,0,7,738,3,17,30,20
Nick Pope,eng ENG,GK,Burnley,29,1992,36,1078,653,425,140,1,50,24,0,0,0,0,0,183,46,849,42,791,1,0,139,530,12,37,11,4
Isaac Price,nir NIR,MF,Everton,17,2003,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,526,437,89,0,1,105,10,25,0,0,0,0,372,95,59,57,419,29,2,9,392,1,7,27,25
Christian Pulisic,us USA,MFFW,Chelsea,22,1998,14.3,462,445,17,1,0,116,2,13,0,0,0,0,369,55,38,86,341,10,11,3,368,2,7,20,20
Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,18,2002,0.9,30,28,2,2,0,17,1,1,0,0,0,0,23,6,1,27,3,0,0,0,25,0,0,2,1
Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,1156,880,276,83,0,88,35,0,0,0,0,0,612,45,499,83,862,1,1,157,788,3,46,17,4
Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,1042,1025,17,8,1,174,16,16,0,0,0,0,881,78,83,180,812,26,5,0,898,2,13,27,32
Raphinha,br BRA,FWMF,Leeds United,24,1996,32.4,1281,1098,183,44,5,185,74,90,77,50,14,3,717,223,341,1047,117,25,59,14,817,0,29,74,60
Marcus Rashford,eng ENG,FWMF,Manchester Utd,23,1997,13.7,422,413,9,2,0,77,3,25,0,0,0,0,309,64,49,39,346,17,3,4,297,3,9,22,22
Milot Rashica,xk KVX,FWMF,Norwich City,25,1996,24.8,597,518,79,23,1,108,42,80,42,19,16,1,348,78,171,103,436,29,14,3,376,2,17,25,27
David Raya,es ESP,GK,Brentford,25,1995,24,1051,771,280,80,0,80,50,0,0,0,0,0,433,33,585,77,778,2,0,116,705,6,38,18,4
Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,20.4,726,688,38,2,4,155,12,51,13,5,7,0,473,106,147,63,615,29,3,2,511,2,11,36,22
Sergio Reguilón,es ESP,DF,Tottenham,24,1996,21.3,986,821,165,18,1,98,29,59,10,6,1,0,593,184,209,740,60,35,137,1,744,4,12,34,43
Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,2151,2121,30,23,1,309,85,37,0,0,0,0,1752,143,256,297,1725,86,7,2,1950,6,19,30,22
Taylor Richards,eng ENG,MFFW,Brighton,20,2000,0.3,27,27,0,0,0,2,0,0,0,0,0,0,26,0,1,26,1,0,0,0,23,0,0,1,1
Richarlison,br BRA,FWMF,Everton,24,1997,28,570,553,17,1,3,214,12,29,0,0,0,0,357,120,93,103,377,48,1,9,352,3,20,35,51
Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,54,49,5,2,0,8,3,0,2,1,1,0,42,5,7,42,9,2,1,0,45,0,1,2,2
Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,703,517,186,34,1,74,45,45,48,30,17,0,330,151,222,447,109,33,103,2,511,3,13,22,15
Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,834,639,195,8,2,81,13,28,2,0,0,0,433,120,281,55,529,49,185,1,562,2,12,38,26
Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,11,301,284,17,2,0,58,7,16,0,0,0,0,211,52,38,43,236,11,4,2,222,0,14,8,13
Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,2294,1942,352,52,2,165,69,89,80,8,67,0,1525,359,410,1843,136,68,220,3,1859,7,24,58,66
Joe Rodon,wls WAL,DF,Tottenham,23,1997,1,31,31,0,0,0,4,0,0,0,0,0,0,24,4,3,0,27,1,0,0,28,0,1,0,0
Rodri,es ESP,MF,Manchester City,25,1996,32,2796,2755,41,35,2,464,103,8,0,0,0,0,2177,234,385,371,2248,102,6,5,2587,5,19,39,15
Rodrigo,es ESP,MFFW,Leeds United,30,1991,25.2,895,838,57,8,5,189,26,28,10,3,3,1,598,173,124,710,96,39,10,18,667,2,18,55,35
Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,319,315,4,0,0,106,3,8,0,0,0,0,165,72,82,13,207,39,1,14,209,2,9,8,11
Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,343,318,25,0,0,46,5,23,0,0,0,0,181,65,97,14,270,23,25,2,229,1,10,16,11
Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,1278,1237,41,32,1,160,29,2,0,0,0,0,1009,109,160,56,1133,45,9,8,1117,1,14,30,21
Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,1685,1649,36,34,4,346,58,7,0,0,0,0,1185,155,345,249,1265,104,1,4,1396,5,24,35,29
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,888,857,31,2,2,175,9,12,0,0,0,0,687,125,76,118,682,40,6,20,718,3,10,38,30
Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,192,186,6,0,0,73,2,3,0,0,0,0,90,60,42,27,93,26,1,9,128,0,3,7,8
Danny Rose,eng ENG,DF,Watford,31,1990,7.7,331,219,112,18,1,25,14,15,8,5,3,0,118,85,128,189,32,20,86,1,221,2,5,10,17
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,2.5,71,68,3,1,0,16,2,5,2,1,0,1,60,6,5,12,57,0,0,0,50,1,4,3,4
John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,29,14,15,1,0,4,0,0,0,0,0,0,17,1,11,2,21,0,0,4,19,0,1,0,0
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,2447,2390,57,45,4,239,84,14,0,0,0,0,1924,153,370,651,1678,67,12,5,2162,9,31,42,20
Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,393,390,3,1,2,71,9,4,0,0,0,0,286,55,52,60,315,10,1,3,327,4,10,13,12
José Sá,pt POR,GK,Wolves,28,1993,36.5,1089,744,345,86,0,48,15,0,0,0,0,0,546,46,497,66,731,3,0,197,740,3,31,14,1
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,31.2,758,733,25,1,6,174,29,69,0,0,0,0,572,100,86,80,640,17,5,2,547,6,21,30,53
Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,1718,1665,53,40,0,166,39,7,0,0,0,0,1228,145,345,1385,179,99,13,2,1415,5,24,55,25
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,33.1,1184,1090,94,15,0,240,36,72,59,47,1,5,848,151,185,898,224,20,19,3,892,4,14,55,50
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,1118,1108,10,0,16,199,14,51,1,1,0,0,862,139,117,908,161,24,6,11,869,6,16,59,50
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33,1780,1649,131,37,1,267,20,26,0,0,0,0,1179,131,470,1381,124,113,93,4,1375,2,35,45,23
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,802,773,29,25,1,116,20,3,0,0,0,0,643,59,100,139,613,26,3,2,719,1,8,19,5
Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,1088,1058,30,23,1,105,26,2,0,0,0,0,895,66,127,121,886,41,7,5,972,1,14,15,6
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,1500,1190,310,79,0,117,56,0,0,0,0,0,840,50,610,206,1067,0,0,164,1053,6,43,31,5
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,21.1,982,953,29,2,1,168,7,32,8,0,1,1,821,95,66,103,826,29,18,4,810,3,5,63,19
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4,157,156,1,0,0,32,2,6,0,0,0,0,126,11,20,25,124,4,1,2,121,0,2,8,6
Samir Santos,br BRA,DF,Watford,26,1994,18.6,659,644,15,14,1,86,15,0,0,0,0,0,439,66,154,485,93,54,1,0,537,2,18,3,7
Josh Sargent,us USA,FWMF,Norwich City,21,2000,17.5,402,393,9,0,0,121,1,13,0,0,0,0,269,75,58,80,243,31,5,8,298,0,7,20,20
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,0.5,20,19,1,0,0,5,0,0,0,0,0,0,13,4,3,1,16,1,1,0,14,1,0,3,0
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,20.7,467,458,9,2,0,96,13,48,0,0,0,0,313,79,75,24,398,30,4,3,330,0,8,27,27
Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,473,440,33,11,0,40,8,4,0,0,0,0,386,38,49,383,53,9,22,1,424,0,9,3,6
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24,953,871,82,71,2,101,63,6,0,0,0,0,528,86,339,119,743,51,11,2,679,6,29,37,12
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,20.6,666,657,9,8,1,129,8,19,0,0,0,0,479,72,115,463,118,54,0,4,504,5,18,26,24
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,1253,829,424,131,0,74,55,0,0,0,0,0,589,52,612,53,985,0,1,149,902,4,49,23,3
Ken Sema,se SWE,MFFW,Watford,27,1993,9.5,213,192,21,8,0,44,12,18,9,6,1,1,117,37,59,157,26,15,4,2,132,0,7,5,19
Nélson Semedo,pt POR,DF,Wolves,27,1993,23.7,1152,933,219,5,1,168,10,26,0,0,0,0,707,260,185,160,741,17,214,7,908,5,26,35,41
Ryan Sessegnon,eng ENG,DF,Tottenham,21,2000,11.6,424,355,69,5,0,56,9,26,1,0,0,0,256,100,68,279,61,12,63,0,315,2,14,12,20
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,7.9,409,347,62,3,0,46,1,4,0,0,0,0,293,94,22,83,254,9,59,1,352,0,5,12,14
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,1172,951,221,14,1,146,43,44,54,16,29,2,702,250,220,903,58,36,153,5,938,6,8,36,45
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22,914,835,79,32,2,120,74,13,27,13,8,2,568,80,266,100,777,25,3,3,733,3,13,19,6
Shola Shoretire,eng ENG,FW,Manchester Utd,17,2004,0.2,5,5,0,0,0,1,0,0,0,0,0,0,4,0,1,0,4,1,0,0,5,0,0,0,0
Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,169,164,5,5,0,17,5,0,0,0,0,0,122,8,39,17,137,8,0,0,143,1,4,0,0
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,31.7,1920,1839,81,23,6,251,25,65,14,1,0,0,1598,169,153,1685,160,34,27,7,1697,3,12,42,48
Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,132,119,13,0,1,34,2,4,0,0,0,0,96,21,15,7,109,6,0,1,93,0,0,11,7
Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,2524,2470,54,48,3,201,46,1,0,0,0,0,2033,185,306,223,2164,91,3,4,2345,5,14,29,12
Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,15,15,0,0,0,7,0,0,0,0,0,0,4,9,2,2,6,4,0,0,8,0,2,0,0
Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,1185,1153,32,17,1,231,28,24,0,0,0,0,781,164,240,112,889,112,12,6,945,3,17,51,30
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15,822,804,18,17,1,97,14,5,0,0,0,0,689,61,72,44,742,22,1,4,736,0,8,24,16
William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,38,34,4,1,0,13,0,1,0,0,0,0,19,11,8,3,31,1,1,0,22,0,1,2,5
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,21.3,811,772,39,4,3,100,18,21,25,19,3,0,653,74,84,139,636,20,7,3,691,2,5,21,14
Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,1110,909,201,33,0,104,40,62,31,21,0,4,670,183,257,95,805,58,137,0,874,6,19,24,30
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,300,291,9,5,0,33,9,0,0,0,0,0,206,38,56,39,234,14,3,2,247,0,3,10,3
Tomáš Souček,cz CZE,MF,West Ham,26,1995,34,1332,1314,18,14,1,253,39,13,0,0,0,0,864,165,303,150,945,126,3,14,1035,0,24,30,30
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,551,547,4,3,3,129,9,5,0,0,0,0,411,60,80,97,398,27,1,2,449,1,7,22,8
Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,1822,1774,48,41,0,195,50,5,0,0,0,0,1394,126,302,403,1272,79,4,8,1570,5,29,29,15
Tony Springett,eng ENG,FWMF,Norwich City,18,2002,1.6,38,37,1,0,0,3,2,2,1,1,0,0,30,1,7,27,10,1,0,0,26,0,0,2,3
Jason Steele,eng ENG,GK,Brighton,30,1990,1,38,32,6,0,0,0,2,0,0,0,0,0,31,1,6,2,34,0,0,2,34,0,0,0,0
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,36,27,9,3,0,0,0,0,0,0,0,0,24,0,12,19,10,0,0,6,27,0,0,0,0
Zack Steffen,us USA,GK,Manchester City,26,1995,1,38,29,9,2,0,5,0,0,0,0,0,0,29,1,8,3,28,1,0,6,33,0,1,0,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,57,57,0,0,0,14,1,0,0,0,0,0,35,9,13,5,47,4,0,0,44,0,1,2,1
Jack Stephens,eng ENG,DF,Southampton,27,1994,9,445,423,22,14,0,70,11,0,0,0,0,0,308,32,105,22,378,24,8,1,348,2,6,10,8
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,876,866,10,3,1,144,7,52,2,0,0,1,737,67,72,80,781,5,3,4,722,5,6,30,44
Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,8,8,0,0,0,2,1,0,0,0,0,0,3,3,2,0,6,1,0,0,5,0,1,0,0
John Stones,eng ENG,DF,Manchester City,27,1994,12.4,976,940,36,14,0,127,29,1,0,0,0,0,806,57,113,135,763,25,22,3,905,2,5,9,6
Pascal Struijk,nl NED,DF,Leeds United,21,1999,22.8,1213,1163,50,29,0,143,32,0,0,0,0,0,925,128,160,905,202,54,21,3,1059,3,19,30,17
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,69,68,1,0,0,11,1,4,0,0,0,0,58,6,5,5,62,0,1,0,50,0,2,4,4
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,396,341,55,5,0,41,8,10,0,0,0,0,259,65,72,35,286,16,50,2,327,0,7,13,5
Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,805,657,148,19,0,100,27,41,9,0,2,6,421,163,221,554,68,39,120,3,599,1,10,30,33
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,777,558,219,28,0,98,29,30,35,22,10,2,366,166,245,485,68,52,156,2,568,4,6,29,25
James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,1120,1100,20,16,1,193,68,2,0,0,0,0,503,147,470,131,707,168,4,3,802,4,42,28,10
Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,714,603,111,10,0,82,24,32,0,0,0,0,471,146,97,483,95,18,101,1,584,1,14,16,32
Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,1364,1065,299,14,1,188,32,67,0,0,0,0,568,338,458,912,45,74,285,1,977,10,32,36,59
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,181,173,8,1,0,41,5,9,2,0,0,0,117,22,42,45,111,15,2,1,112,1,4,8,12
Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,1178,966,212,23,1,142,32,63,50,21,23,3,699,198,281,919,67,34,139,3,887,5,14,43,29
Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,1256,1018,238,19,3,168,9,23,2,1,1,0,774,275,207,866,80,66,217,3,1008,1,16,39,41
Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,41,39,2,1,0,4,1,1,0,0,0,0,23,8,10,25,11,3,1,0,21,1,3,4,3
Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,1746,1655,91,48,5,320,50,24,25,12,7,2,1338,146,262,318,1336,57,13,4,1437,7,27,67,33
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,1164,979,185,10,0,97,40,72,0,0,0,0,704,202,258,830,94,53,175,1,904,7,18,37,32
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,1085,926,159,18,2,122,23,27,0,0,0,0,669,215,201,257,568,73,141,4,883,3,19,23,18
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,314,294,20,18,0,31,9,0,0,0,0,0,240,17,57,47,245,14,0,1,276,0,5,3,3
Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,779,752,27,5,13,224,8,29,2,1,0,0,385,210,184,92,481,55,9,33,458,6,20,49,47
Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,72,67,5,0,0,16,0,2,0,0,0,0,55,14,3,6,62,3,0,0,55,0,1,4,4
Cenk Tosun,tr TUR,FW,Everton,30,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0
Andros Townsend,eng ENG,MF,Everton,30,1991,16.2,487,429,58,20,1,95,25,56,25,20,2,1,287,59,141,334,120,19,8,3,342,1,15,13,20
Adama Traoré,es ESP,FW,Wolves,25,1996,11.9,329,327,2,0,0,74,9,28,0,0,0,0,231,41,57,52,255,6,2,3,245,1,9,12,20
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,83,81,2,0,0,15,2,6,0,0,0,0,56,12,15,69,6,3,1,0,62,0,2,6,3
