Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Thomas Partey,gh GHA,MF,Arsenal,28,1993,24,2028,85,59.3,22.5,23,87,17,1,29,0,2.08,40,25,15,0.67,0.79,35.7,25.9,9.8,0.43,0.24
Charlie Patino,eng ENG,MF,Arsenal,17,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Nathan Patterson,sct SCO,DF,Everton,19,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
Myles Peart-Harris,eng ENG,MF,Brentford,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Nicolas Pépé,ci CIV,FWMF,Arsenal,26,1995,20,696,35,20.4,7.7,5,90,5,15,16,15,1.9,11,9,2,0.26,-0.1,13.2,10.6,2.6,0.34,0
Andreas Pereira,br BRA,MF,Manchester Utd,25,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ricardo Pereira,pt POR,DF,Leicester City,27,1993,14,991,71,29,11,13,75,9,1,21,10,1.57,19,20,-1,-0.09,-0.24,16.2,14.7,1.5,0.14,0.57
Ayoze Pérez,es ESP,MFFW,Leicester City,28,1993,14,445,32,13,4.9,6,54,0,8,15,18,1.14,9,12,-3,-0.61,-0.79,8.1,11.2,-3.1,-0.63,-0.41
Sonny Perkins,eng ENG,FW,West Ham,17,2004,1,4,4,0.1,0,0,,0,1,4,4,0,0,0,0,0,-0.24,0.7,0,0.7,15.25,15.3
Romain Perraud,fr FRA,DF,Southampton,23,1997,20,1623,81,47.5,18,18,87,14,2,30,15,1,21,33,-12,-0.67,-0.06,20.4,30.4,-10.1,-0.56,-0.47
Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,20,1596,80,46.7,17.7,18,86,16,2,29,3,1.2,18,25,-7,-0.39,1.09,21.7,30.2,-8.5,-0.48,0.23
Nathaniel Phillips,eng ENG,DF,Liverpool,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,1,5,5,0.1,0.1,0,,0,1,5,8,3,0,0,0,0,0.05,0,0.1,-0.1,-1.75,-1.62
Jordan Pickford,eng ENG,GK,Everton,27,1994,35,3150,90,92.1,35,35,90,35,0,,0,1.03,41,58,-17,-0.49,1.51,40.4,49.2,-8.8,-0.25,0.78
Erik Pieters,nl NED,DF,Burnley,32,1988,12,730,61,21.3,8.1,8,86,7,4,10,13,0.92,7,5,2,0.25,0.95,7.2,10.3,-3.2,-0.39,0.1
Ethan Pinnock,jm JAM,DF,Brentford,28,1993,32,2694,84,78.8,29.9,32,84,28,0,,0,1.13,35,43,-8,-0.27,-0.27,35.8,38.4,-2.5,-0.08,-0.21
Marcelo Pitaluga,br BRA,GK,Liverpool,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Przemysław Płacheta,pl POL,FWMF,Norwich City,23,1998,12,504,42,14.7,5.6,6,71,0,6,13,12,0.33,1,12,-11,-1.96,-0.42,3.7,7.3,-3.6,-0.64,0.59
Daniel Podence,pt POR,FWMF,Wolves,25,1995,26,1484,57,43.4,16.5,15,83,4,11,22,3,1.73,26,12,14,0.85,1.73,17.3,23.3,-6,-0.37,0.49
Paul Pogba,fr FRA,MFFW,Manchester Utd,28,1993,20,1349,67,39.4,15,16,78,9,4,27,0,1.5,26,22,4,0.27,0.44,26.8,19.1,7.7,0.52,0.84
Nick Pope,eng ENG,GK,Burnley,29,1992,36,3240,90,94.7,36,36,90,36,0,,0,0.97,32,47,-15,-0.42,1.58,37.3,53.3,-16.1,-0.45,0.38
Dennis Praet,be BEL,MF,Leicester City,27,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Isaac Price,nir NIR,MF,Everton,17,2003,1,14,14,0.4,0.2,0,,0,1,14,4,0,0,1,-1,-6.43,-5.85,0.2,0.2,0,0.23,0.55
Teemu Pukki,fi FIN,FW,Norwich City,31,1990,37,3253,88,95.1,36.1,37,88,29,0,,0,0.59,22,79,-57,-1.58,0.58,30.1,73.4,-43.3,-1.2,-1.02
Christian Pulisic,us USA,MFFW,Chelsea,22,1998,22,1290,59,37.7,14.3,13,85,9,9,20,5,1.77,27,10,17,1.19,0.09,26.1,11.4,14.7,1.02,0.32
Jarrell Quansah,eng ENG,DF,Liverpool,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,18,2002,2,80,40,2.3,0.9,1,66,0,1,14,5,1.5,1,0,1,1.13,1.04,0.4,0.5,-0.1,-0.12,-0.27
Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,3060,90,89.5,34,34,90,34,0,,2,1.94,60,39,21,0.62,2.62,56.7,38.5,18.2,0.53,1.87
Aaron Ramsey,eng ENG,MF,Aston Villa,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,34,2467,73,72.1,27.4,29,80,14,5,28,1,1.21,40,35,5,0.18,0.84,33.7,31.6,2.1,0.08,0.73
Darren Randolph,ie IRL,GK,West Ham,34,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,
Raphinha,br BRA,FWMF,Leeds United,24,1996,35,2915,83,85.2,32.4,34,84,26,1,45,0,1,34,68,-34,-1.05,-0.52,39.6,59.7,-20.1,-0.62,-0.14
Marcus Rashford,eng ENG,FWMF,Manchester Utd,23,1997,25,1235,49,36.1,13.7,13,75,3,12,21,3,1.36,18,28,-10,-0.73,-1.14,17.6,24.6,-7,-0.51,-0.81
Milot Rashica,xk KVX,FWMF,Norwich City,25,1996,31,2229,72,65.2,24.8,25,83,11,6,27,1,0.65,20,56,-36,-1.45,0.44,21.7,53.6,-32,-1.29,-0.41
David Raya,es ESP,GK,Brentford,25,1995,24,2160,90,63.2,24,24,90,24,0,,0,1.46,33,27,6,0.25,1.25,33.2,29.2,3.9,0.16,0.55
Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,27,1833,68,53.6,20.4,20,84,14,7,21,3,0.93,25,33,-8,-0.39,0.51,24.3,29.7,-5.5,-0.27,0.09
Sergio Reguilón,es ESP,DF,Tottenham,24,1996,25,1916,77,56,21.3,22,82,13,3,40,6,1.92,32,25,7,0.33,-0.99,31.8,23.1,8.7,0.41,-0.62
Declan Rice,eng ENG,MF,West Ham,22,1999,36,3179,88,93,35.3,35,90,35,1,29,0,1.47,56,49,7,0.2,-0.55,45,46.4,-1.4,-0.04,-0.18
Taylor Richards,eng ENG,MFFW,Brighton,20,2000,2,25,13,0.7,0.3,0,,0,2,13,14,0,0,0,0,0,0.05,0.3,0.4,0,-0.09,-0.1
Lewis Richardson,eng ENG,FW,Burnley,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Richarlison,br BRA,FWMF,Everton,24,1997,30,2523,84,73.8,28,28,88,21,2,34,0,1.13,33,46,-13,-0.46,0.54,30.6,38.6,-8,-0.28,0.11
Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,3,118,39,3.5,1.3,1,76,0,2,21,15,0,2,5,-3,-2.29,-2.48,1.1,1.3,-0.2,-0.15,-0.3
Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,18,1337,74,39.1,14.9,14,88,13,4,25,12,0.67,15,36,-21,-1.41,-1.54,12.8,28.5,-15.7,-1.06,-1.08
Connor Roberts,wls WAL,DF,Burnley,25,1995,21,1692,81,49.5,18.8,19,87,17,2,23,4,1.14,15,23,-8,-0.43,0.15,17.4,28.4,-10.9,-0.58,-0.23
Haydon Roberts,eng ENG,DF,Brighton,19,2002,0,,,,,0,,0,0,,14,,,,,,,,,,,
Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,23,987,43,28.9,11,7,84,4,16,25,4,0.83,9,26,-17,-1.55,-0.81,13.8,22.3,-8.5,-0.78,-0.25
Andrew Robertson,sct SCO,DF,Liverpool,27,1994,29,2537,87,74.2,28.2,29,87,25,0,,4,2.41,71,20,51,1.81,0.08,65.2,26.5,38.6,1.37,-0.33
Joe Rodon,wls WAL,DF,Tottenham,23,1997,3,89,30,2.6,1,0,,0,3,30,29,2,0,3,-3,-3.03,-3.9,0.1,2.4,-2.3,-2.32,-3.07
Rodri,es ESP,MF,Manchester City,25,1996,33,2884,87,84.3,32,33,87,29,0,,2,2.52,83,22,61,1.9,-0.11,73.9,20.8,53.1,1.66,0.28
Rodrigo,es ESP,MFFW,Leeds United,30,1991,31,2265,73,66.2,25.2,27,78,16,4,37,2,1.06,25,37,-12,-0.48,1.47,31.4,41.7,-10.3,-0.41,0.56
Jay Rodriguez,eng ENG,FW,Burnley,32,1989,29,1382,48,40.4,15.4,13,80,5,16,21,2,0.9,13,15,-2,-0.13,0.62,17.2,20.6,-3.4,-0.22,0.42
Mads Roerslev,dk DEN,DF,Brentford,22,1999,21,1240,59,36.3,13.8,12,89,11,9,19,15,1.29,17,27,-10,-0.73,-0.81,13.3,19.5,-6.2,-0.45,-0.64
Cristian Romero,ar ARG,DF,Tottenham,23,1998,22,1844,84,53.9,20.5,21,88,19,1,1,2,1.64,38,25,13,0.63,-0.28,30.3,22.3,8,0.39,-0.63
Oriol Romeu,es ESP,MF,Southampton,29,1991,36,2889,80,84.5,32.1,34,84,21,2,14,1,1.08,40,52,-12,-0.37,1.66,41.7,45.8,-4.1,-0.13,1.18
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,30,2456,82,71.8,27.3,27,88,21,3,28,0,1.63,40,41,-1,-0.04,-0.13,44,40,4,0.15,0.49
Salomón Rondón,ve VEN,FW,Everton,31,1989,20,790,40,23.1,8.8,8,78,5,12,14,10,0.85,8,16,-8,-0.91,-0.4,11.1,13.1,-2,-0.23,0.11
Danny Rose,eng ENG,DF,Watford,31,1990,8,689,86,20.1,7.7,7,87,6,1,79,7,0.5,5,16,-11,-1.44,-0.38,5.7,17,-11.3,-1.48,-0.94
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,13,223,17,6.5,2.5,0,,0,13,17,8,0.23,2,5,-3,-1.21,0.42,2.1,5.3,-3.2,-1.28,-0.14
John Ruddy,eng ENG,GK,Wolves,34,1986,2,135,68,3.9,1.5,1,90,1,1,45,36,0.5,1,3,-2,-1.33,-1.25,1.2,3.2,-2,-1.34,-0.73
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,34,3035,89,88.7,33.7,34,89,33,0,,1,1.91,68,27,41,1.22,0.75,61.1,30.3,30.8,0.91,0.8
Lukas Rupp,de GER,MF,Norwich City,30,1991,19,769,40,22.5,8.5,7,69,2,12,24,7,0.58,3,16,-13,-1.52,0.11,9.8,15.1,-5.2,-0.61,0.69
José Sá,pt POR,GK,Wolves,28,1993,37,3285,89,96.1,36.5,37,89,36,0,,1,1.35,37,40,-3,-0.08,1.25,34.8,57.1,-22.3,-0.61,0.73
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,35,2804,80,82,31.2,31,87,20,4,29,0,1.2,35,54,-19,-0.61,-0.76,32.1,48.6,-16.5,-0.53,-0.72
Romain Saïss,ma MAR,DF,Wolves,31,1990,31,2705,87,79.1,30.1,31,87,27,0,,2,1.32,26,30,-4,-0.13,-0.01,28.2,45.4,-17.2,-0.57,0.33
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,38,2978,78,87.1,33.1,36,81,16,2,27,0,1.82,52,39,13,0.39,0.39,53.7,39.7,14,0.42,0.66
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,35,2762,79,80.8,30.7,30,87,25,5,28,0,2.37,77,22,55,1.79,0.01,74.6,28,46.6,1.52,0.33
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,34,2972,87,86.9,33,33,88,32,1,54,2,1.09,42,57,-15,-0.45,1.35,43.4,48.6,-5.3,-0.16,1.16
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,19,1134,60,33.2,12.6,12,83,9,7,20,18,1.74,11,11,0,0,-0.51,17.4,14,3.4,0.27,-0.1
Davinson Sánchez,co COL,DF,Tottenham,25,1996,23,1631,71,47.7,18.1,17,90,17,6,17,14,2,33,16,17,0.94,0.33,36.8,18.2,18.6,1.03,0.67
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,3329,90,97.3,37,37,90,36,0,,0,1.38,42,42,0,0,1.98,45.6,44.9,0.7,0.02,0.23
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,29,1900,66,55.6,21.1,20,81,11,9,31,3,1.55,29,28,1,0.05,0.11,29.8,28.3,1.4,0.07,0.14
Dion Sanderson,eng ENG,DF,Wolves,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,10,356,36,10.4,4,3,71,0,7,20,17,1.3,2,8,-6,-1.52,-1.63,3.2,5.7,-2.5,-0.63,-0.56
Samir Santos,br BRA,DF,Watford,26,1994,19,1673,88,48.9,18.6,19,88,16,0,,0,0.53,11,36,-25,-1.34,-0.42,17,27.5,-10.5,-0.56,0.32
Josh Sargent,us USA,FWMF,Norwich City,21,2000,26,1572,60,46,17.5,18,79,5,8,19,0,0.62,11,33,-22,-1.26,0.64,14.2,28.1,-13.9,-0.79,0.65
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,5,48,10,1.4,0.5,1,12,0,4,9,7,0.8,0,2,-2,-3.75,-3.75,0.4,1.2,-0.7,-1.38,-1.42
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,22,1861,85,54.4,20.7,21,86,17,1,45,0,0.77,15,40,-25,-1.21,-0.17,19.3,38.8,-19.5,-0.94,-0.47
Malang Sarr,fr FRA,DF,Chelsea,22,1999,8,546,68,16,6.1,6,85,4,2,18,21,2,6,7,-1,-0.16,-1.54,4.3,6.3,-2,-0.34,-1.38
Charlie Savage,wls WAL,MF,Manchester Utd,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,1,4,4,0.1,0,0,,0,1,4,23,3,0,0,0,0,-0.76,0,0.3,-0.3,-7.52,-8.21
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,25,2158,86,63.1,24,25,86,22,0,,13,1.56,26,32,-6,-0.25,0.61,24.6,30.4,-5.7,-0.24,0.43
Kjell Scherpen,nl NED,GK,Brighton,21,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,32,1851,58,54.1,20.6,20,84,13,12,14,4,1.25,23,19,4,0.19,0.19,25.2,23.9,1.3,0.06,-0.16
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,3330,90,97.4,37,37,90,37,0,,1,1.32,57,58,-1,-0.03,-4.03,48.6,59.6,-11,-0.3,-1.22
Ken Sema,se SWE,MFFW,Watford,27,1993,18,852,47,24.9,9.5,7,87,4,11,22,13,0.83,6,15,-9,-0.95,0.24,8,16.5,-8.5,-0.9,-0.23
Nélson Semedo,pt POR,DF,Wolves,27,1993,25,2131,85,62.3,23.7,25,85,19,0,,4,1.56,24,18,6,0.25,1.02,23.5,33.5,-10,-0.42,0.58
Ryan Sessegnon,eng ENG,DF,Tottenham,21,2000,15,1047,70,30.6,11.6,13,74,4,2,41,7,2,26,10,16,1.38,0.88,23.1,11.6,11.5,0.99,0.44
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,14,709,51,20.7,7.9,7,75,3,7,26,14,0.86,9,14,-5,-0.63,0.43,10.8,13.3,-2.5,-0.31,0.36
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,20,1601,80,46.8,17.8,19,83,15,1,17,2,1.5,31,24,7,0.39,0.74,27.5,23.6,3.8,0.21,0.39
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,24,1983,83,58,22,22,89,19,2,17,1,1.5,28,31,-3,-0.14,0.8,22.6,28.4,-5.8,-0.26,0.33
Shola Shoretire,eng ENG,FW,Manchester Utd,17,2004,1,16,16,0.5,0.2,0,,0,1,16,1,0,0,0,0,0,0,0,0,0,0.19,0.18
Francisco Sierralta,cl CHI,DF,Watford,24,1997,5,427,85,12.5,4.7,5,85,4,0,,11,0,1,9,-8,-1.69,-0.63,2.4,9.5,-7.1,-1.5,-0.89
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,35,2857,82,83.5,31.7,33,86,27,2,12,3,2.49,75,23,52,1.64,-1.72,70.1,23.6,46.5,1.46,-0.9
Fábio Silva,pt POR,FW,Wolves,19,2002,22,572,26,16.7,6.4,6,76,2,16,7,15,1.41,9,7,2,0.31,0.54,7.2,10.7,-3.5,-0.55,0.1
Thiago Silva,br BRA,DF,Chelsea,36,1984,32,2650,83,77.5,29.4,28,88,26,4,49,4,1.81,59,28,31,1.05,-0.35,55.8,28.6,27.1,0.92,0.44
Dynel Simeu,eng ENG,DF,Southampton,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ellis Simms,eng ENG,FW,Everton,20,2001,1,61,61,1.8,0.7,1,61,0,0,,6,1,0,0,0,0,0.62,0.1,2.1,-2,-2.9,-2.64
Viljami Sinisalo,fi FIN,GK,Aston Villa,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Moussa Sissoko,fr FRA,MF,Watford,31,1989,36,3220,89,94.2,35.8,36,89,35,0,,0,0.56,31,73,-42,-1.17,-0.72,36.8,63.5,-26.7,-0.75,-0.33
Moussa Sissoko,fr FRA,MF,Tottenham,31,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,18,1350,75,39.5,15,14,87,12,4,34,1,1.78,21,13,8,0.53,-0.38,22.4,16.4,5.9,0.39,-0.47
Cieran Slicker,sct SCO,GK,Manchester City,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Thierry Small,eng ENG,DF,Southampton,16,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
William Smallbone,ie IRL,MFFW,Southampton,21,2000,4,133,33,3.9,1.5,2,57,0,2,10,12,0.25,3,5,-2,-1.35,-0.75,1.1,2.6,-1.5,-1.03,-0.75
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,33,1921,58,56.2,21.3,21,80,10,12,19,2,1.73,28,28,0,0,-0.78,30.3,29.4,0.8,0.04,-0.68
Cédric Soares,pt POR,DF,Arsenal,29,1991,21,1486,71,43.5,16.5,16,86,12,5,24,12,1.86,22,27,-5,-0.3,-1.14,26,24.4,1.6,0.1,-0.43
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,10,604,60,17.7,6.7,6,78,5,4,34,17,0.7,2,18,-16,-2.38,-0.95,5.2,13.8,-8.6,-1.28,-0.15
Tomáš Souček,cz CZE,MF,West Ham,26,1995,35,3062,87,89.5,34,34,90,33,1,14,1,1.43,51,46,5,0.15,-0.86,41.8,46.4,-4.6,-0.14,-1.04
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,19,1102,58,32.2,12.2,12,77,6,7,26,7,1.37,19,27,-8,-0.65,-1.08,17.2,21.1,-4,-0.32,-0.09
Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,28,2497,89,73,27.7,28,89,27,0,,8,1.32,41,44,-3,-0.11,-0.69,35.5,42.6,-7.1,-0.26,0.04
Tony Springett,eng ENG,FWMF,Norwich City,18,2002,3,141,47,4.1,1.6,1,66,0,2,38,3,0,0,6,-6,-3.83,-2.32,1.7,4.7,-3.1,-1.95,-0.84
Jason Steele,eng ENG,GK,Brighton,30,1990,1,90,90,2.6,1,1,90,1,0,,32,0,0,2,-2,-2,-2,0.4,0.6,-0.2,-0.21,-0.23
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,90,90,2.6,1,1,90,1,0,,18,0,0,3,-3,-3,-3.03,1.5,1.1,0.4,0.39,0.53
Zack Steffen,us USA,GK,Manchester City,26,1995,1,90,90,2.6,1,1,90,1,0,,29,3,2,0,2,2,0.08,1.9,1,0.9,0.91,-0.72
Dale Stephens,eng ENG,MF,Burnley,32,1989,3,124,41,3.6,1.4,1,90,1,2,17,16,1.33,0,0,0,0,0.52,1.1,1.2,-0.1,-0.08,0.4
Jack Stephens,eng ENG,DF,Southampton,27,1994,11,811,74,23.7,9,9,84,8,2,28,11,0.73,8,19,-11,-1.22,-0.77,9.3,14.9,-5.6,-0.62,-0.4
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,30,2128,71,62.2,23.6,23,85,17,7,24,7,2.43,64,17,47,1.99,0.18,56.5,19.3,37.3,1.58,-0.1
Finley Stevens,wls WAL,DF,Brentford,18,2003,1,15,15,0.4,0.2,0,,0,1,15,22,0,0,0,0,0,0.21,0.6,0,0.5,3.28,3.33
John Stones,eng ENG,DF,Manchester City,27,1994,14,1119,80,32.7,12.4,12,89,11,2,27,13,2.5,30,6,24,1.93,0.01,26,7.7,18.3,1.47,-0.21
James Storer,,GK,Wolves,,,0,,,,,0,,0,0,,1,,,,,,,,,,,
Robert Street,eng ENG,FW,Crystal Palace,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Pascal Struijk,nl NED,DF,Leeds United,21,1999,29,2055,71,60.1,22.8,22,86,20,7,24,2,1,25,52,-27,-1.18,-0.52,27.3,39.2,-11.9,-0.52,0.2
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,6,130,22,3.8,1.4,0,,0,6,22,19,0.83,3,1,2,1.38,2.45,3.5,1.5,2,1.35,2.03
Zak Swanson,eng ENG,DF,Arsenal,20,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,11,735,67,21.5,8.2,10,73,4,1,8,7,2.18,11,8,3,0.37,-0.5,12.6,11.6,0.9,0.12,-0.72
Matt Targett,eng ENG,DF,Aston Villa,25,1995,17,1431,84,41.8,15.9,17,84,14,0,,3,0.94,16,28,-12,-0.75,-1.21,14,23.7,-9.7,-0.61,-0.83
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,1440,90,42.1,16,16,90,16,0,,0,1.94,22,19,3,0.19,1.14,20.6,18.4,2.2,0.14,0.93
James Tarkowski,eng ENG,DF,Burnley,28,1992,35,3106,89,90.8,34.5,35,89,34,0,,0,0.89,30,51,-21,-0.61,-1.18,36.3,52.5,-16.2,-0.47,-0.02
Nuno Tavares,pt POR,DF,Arsenal,21,2000,22,1176,53,34.4,13.1,13,83,10,9,11,16,1.77,25,19,6,0.46,0.18,21.3,17.4,3.9,0.3,-0.06
Charlie Taylor,eng ENG,DF,Burnley,27,1993,31,2731,88,79.9,30.3,30,90,30,1,31,0,0.84,28,48,-20,-0.66,-0.79,33.4,46.7,-13.3,-0.44,0.13
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,14,804,57,23.5,8.9,10,74,1,4,15,14,0.79,14,18,-4,-0.45,0.24,9.2,13.1,-3.9,-0.44,-0.16
Alex Telles,br BRA,DF,Manchester Utd,28,1992,21,1660,79,48.5,18.4,18,88,16,3,25,8,1.57,26,26,0,0,0,25.8,27.6,-1.8,-0.1,-0.21
Bobby Thomas,eng ENG,DF,Burnley,,,0,,,,,0,,0,0,,24,,,,,,,,,,,
Luke Thomas,eng ENG,DF,Leicester City,20,2001,22,1912,87,55.9,21.2,21,88,20,1,60,5,1.27,32,35,-3,-0.14,-0.5,25.1,36.8,-11.7,-0.55,-0.64
Dominic Thompson,eng ENG,DF,Brentford,21,2000,2,146,73,4.3,1.6,2,73,0,0,,11,0,0,3,-3,-1.85,-1.71,0.8,1.5,-0.7,-0.46,-0.44
Youri Tielemans,be BEL,MF,Leicester City,24,1997,32,2631,82,76.9,29.2,29,88,24,3,27,1,1.47,52,42,10,0.34,1.14,42.7,42.1,0.5,0.02,1.23
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,22,1915,87,56,21.3,22,87,18,0,,4,1.91,33,21,12,0.56,0.5,32.7,23,9.7,0.46,0.27
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,21,1679,80,49.1,18.7,20,84,16,1,1,1,1.95,30,20,10,0.54,0.38,27.6,22.7,4.9,0.26,-0.15
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,8,547,68,16,6.1,6,88,5,2,9,19,1,6,11,-5,-0.82,-1.1,6,8.2,-2.2,-0.37,-0.6
Jonathan Tomkinson,us USA,DF,Norwich City,19,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Ivan Toney,eng ENG,FW,Brentford,25,1996,33,2909,88,85.1,32.3,32,90,32,1,29,0,1.24,43,47,-4,-0.12,0.58,42.1,41,1,0.03,0.48
Ferrán Torres,es ESP,FW,Manchester City,21,2000,4,303,76,8.9,3.4,4,76,2,0,,3,2.25,8,1,7,2.08,0.17,9.1,1.7,7.4,2.2,0.65
Cenk Tosun,tr TUR,FW,Everton,30,1991,1,7,7,0.2,0.1,0,,0,1,7,7,0,0,0,0,0,0.61,0,0,0,0.23,0.55
Andros Townsend,eng ENG,MF,Everton,30,1991,21,1455,69,42.5,16.2,17,82,11,4,15,4,1,14,30,-16,-0.99,-0.67,16.7,23.7,-6.9,-0.43,-0.2
Adama Traoré,es ESP,FW,Wolves,25,1996,20,1067,53,31.2,11.9,10,85,5,10,22,1,1.55,9,10,-1,-0.08,0.07,12.8,16,-3.2,-0.27,0.54
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,9,220,24,6.4,2.4,1,79,0,8,18,10,0.44,2,3,-1,-0.41,-0.38,2.9,3.4,-0.6,-0.23,-0.11
Trézéguet,eg EGY,FW,Aston Villa,26,1994,1,11,11,0.3,0.1,0,,0,1,11,3,0,0,1,-1,-8.18,-8.16,0.6,0.2,0.4,3.05,3.19
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,28,1336,48,39.1,14.8,16,74,1,12,12,9,1.21,13,15,-2,-0.13,-0.01,15.4,22.1,-6.6,-0.45,0.32
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,6,429,72,12.5,4.8,5,81,3,1,23,1,2.17,8,5,3,0.63,1.26,6.8,5.7,1.2,0.24,0.73
William Troost-Ekong,ng NGA,DF,Watford,27,1993,17,1390,82,40.6,15.4,15,90,15,2,20,11,0.76,19,30,-11,-0.71,0.71,16.7,30.2,-13.6,-0.88,-0.26
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,34,2805,83,82,31.2,32,86,23,2,33,1,1.29,34,33,1,0.03,0.47,39.7,37.9,1.7,0.06,0.24
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,13,877,67,25.6,9.7,9,90,8,4,17,23,2.15,23,6,17,1.74,-0.06,24,7,17,1.75,0.39
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,9,508,56,14.9,5.6,6,83,5,3,4,8,1.44,6,10,-4,-0.71,-0.77,5.3,8.3,-3,-0.53,-0.48
Ozan Tufan,tr TUR,MF,Watford,26,1995,7,334,48,9.8,3.7,4,61,0,3,30,9,0.57,4,9,-5,-1.35,-0.24,4,10,-6.1,-1.63,-1
Ed Turns,wls WAL,DF,Brighton,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Harry Tyrer,eng ENG,GK,Everton,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,14,336,24,9.8,3.7,3,60,0,11,14,16,0.86,0,9,-9,-2.41,-0.89,4.2,9.1,-5,-1.33,-0.2
Harvey Vale,eng ENG,MF,Chelsea,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
