Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,0,0,0,2,0,0,0,0,2,0,1,0,17,5,8,38.5
Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,0,0,0,23,32,13,47,9,13,2,0,0,191,21,52,28.8
Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,1,0,0,12,4,0,2,26,19,0,0,0,75,26,18,59.1
Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,1,0,0,25,12,0,0,14,25,0,3,1,153,50,30,62.5
Robert Sánchez,es ESP,GK,Brighton,22,1997,27,2,0,0,2,5,0,0,0,0,0,1,0,134,1,1,50
Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,3,0,0,8,9,2,8,7,5,0,0,0,31,5,4,55.6
Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,2,0,0,31,18,0,5,22,19,0,0,1,176,13,6,68.4
Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,3,0,0,34,26,0,27,21,20,0,0,0,116,32,43,42.7
Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38,0,0,0,0,3,0,0,0,0,0,0,1,161,0,0,
Nélson Semedo,pt POR,DF,Wolves,26,1993,33.1,5,0,0,47,44,2,48,45,53,0,1,1,263,43,42,50.6
Femi Seriki,eng ENG,DF,Sheffield Utd,18,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamie Shackleton,eng ENG,MFDF,Leeds United,20,1999,5.1,0,0,0,5,2,1,2,6,5,0,0,0,36,4,6,40
Xherdan Shaqiri,ch SUI,MFFW,Liverpool,28,1991,6.2,2,0,0,12,7,0,11,4,4,0,0,0,61,3,7,30
Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,8.2,1,0,0,19,15,11,7,3,5,0,0,0,26,13,36,26.5
Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,8,0,0,50,31,3,92,29,44,0,0,1,267,34,36,48.6
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,7,0,0,40,11,0,37,43,25,0,0,0,244,34,26,56.7
Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
Gylfi Sigurðsson,is ISL,MF,Everton,30,1989,25,2,0,0,31,22,0,31,31,21,0,0,0,176,8,12,40
Bernardo Silva,pt POR,MFFW,Manchester City,25,1994,22.9,5,0,0,21,34,3,27,21,21,0,0,0,137,10,29,25.6
Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,2,0,0,25,25,5,6,5,6,1,0,0,67,32,76,29.6
Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,5,1,1,13,14,0,1,28,13,0,0,0,227,55,20,73.3
Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,3,0,0,26,12,0,10,16,20,0,0,0,183,17,24,41.5
Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75
William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,0,0,0,4,2,0,2,1,4,0,0,0,12,3,4,42.9
Emile Smith Rowe,eng ENG,MFFW,Arsenal,20,2000,16,0,0,0,7,21,4,19,14,8,0,0,0,106,8,9,47.1
Robert Snodgrass,sct SCO,FWDF,West Ham,32,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
Robert Snodgrass,sct SCO,MFFW,West Brom,32,1987,5.8,2,0,0,12,13,1,5,4,12,0,0,0,55,10,13,43.5
Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,1,0,0,8,4,0,29,8,10,0,0,0,69,10,14,41.7
Tomáš Souček,cz CZE,MF,West Ham,25,1995,38,7,1,0,88,50,3,10,55,50,0,1,1,463,228,134,63
Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,2,0,0,20,16,0,8,27,16,0,0,0,186,62,37,62.6
Zack Steffen,us USA,GK,Manchester City,25,1995,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,1,0,0,8,2,0,0,3,4,0,0,0,49,5,4,55.6
Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,2,0,0,10,9,0,0,25,19,0,0,0,175,26,18,59.1
Raheem Sterling,eng ENG,FW,Manchester City,25,1994,28.2,4,0,0,39,54,9,34,14,18,2,0,0,123,5,26,16.1
Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30,6,0,0,44,12,3,55,47,23,0,0,0,268,38,39,49.4
John Stones,eng ENG,DF,Manchester City,26,1994,21.5,0,1,0,6,14,1,1,20,12,0,0,0,177,46,15,75.4
Pascal Struijk,nl NED,DFMF,Leeds United,20,1999,23.1,3,0,0,29,7,0,1,41,29,0,1,0,228,51,45,53.1
Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,2,0,0,12,8,0,4,2,4,0,0,0,50,11,9,55
Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,7,0,0,36,30,0,98,47,57,0,1,0,355,84,54,60.9
James Tarkowski,eng ENG,DF,Burnley,27,1992,36,6,0,0,35,33,3,5,57,42,0,0,0,358,184,62,74.8
Percy Tau,za RSA,FWMF,Brighton,26,1994,1.1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,5,0
Sidnei Tavares,pt POR,MF,Leicester City,18,2001,0.9,0,0,0,1,4,0,0,1,0,0,0,0,4,1,1,50
Charlie Taylor,eng ENG,DF,Burnley,26,1993,27,1,0,0,11,44,0,76,28,25,0,0,0,250,46,26,63.9
Neil Taylor,wls WAL,DF,Aston Villa,31,1989,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
Nathan Tella,eng ENG,FWMF,Southampton,21,1999,8.3,2,0,0,19,26,5,12,9,8,1,0,0,58,3,18,14.3
Alex Telles,br BRA,DF,Manchester Utd,27,1992,7.7,0,0,0,5,7,1,27,12,6,0,0,0,59,11,10,52.4
Kenny Tete,nl NED,DF,Fulham,24,1995,16.5,3,0,0,35,20,2,61,29,29,0,1,0,151,27,24,52.9
William Thomas Fish,eng ENG,DF,Manchester Utd,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Luke Thomas,eng ENG,DF,Leicester City,19,2001,10.8,2,0,0,11,18,0,8,16,8,1,0,0,82,18,27,40
Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,6,0,0,54,69,0,45,36,56,0,0,0,412,37,35,51.4
Kieran Tierney,sct SCO,DF,Arsenal,23,1997,25.5,4,0,0,16,22,0,101,20,17,1,0,0,211,19,45,29.7
James Tomkins,eng ENG,DF,Crystal Palace,31,1989,6.1,1,0,0,4,1,0,0,5,4,0,1,0,41,14,10,58.3
Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,0.5,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,
Ferrán Torres,es ESP,FWMF,Manchester City,20,2000,14.5,1,0,0,19,19,5,28,7,8,1,0,0,66,13,23,36.1
Cenk Tosun,tr TUR,FW,Everton,29,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50
Andros Townsend,eng ENG,MFFW,Crystal Palace,29,1991,25.1,0,0,0,36,64,2,89,48,36,0,0,0,203,5,24,17.2
Conor Townsend,eng ENG,DF,West Brom,27,1993,24.8,0,0,0,17,29,2,52,40,32,0,2,0,187,45,35,56.3
Adama Traoré,es ESP,FW,Wolves,24,1996,29.4,4,0,0,53,104,7,119,11,23,1,0,0,162,78,75,51
Bertrand Traoré,bf BFA,FW,Aston Villa,24,1995,25.7,1,0,0,35,46,7,54,23,9,1,0,0,152,31,37,45.6
Trézéguet,eg EGY,FW,Aston Villa,25,1994,13,0,0,0,42,21,4,24,11,18,1,0,0,87,29,45,39.2
Leandro Trossard,be BEL,FWMF,Brighton,25,1994,29,2,0,0,32,38,6,64,24,20,0,0,0,202,6,28,17.6
Kostas Tsimikas,gr GRE,DFFW,Liverpool,24,1996,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Axel Tuanzebe,eng ENG,DF,Manchester Utd,22,1997,4.5,2,0,0,7,3,0,0,4,5,0,0,1,45,6,7,46.2
Cengiz Ünder,tr TUR,MFFW,Leicester City,23,1997,3.1,0,0,0,1,4,2,10,3,3,0,0,0,22,0,3,0
Yan Valery,fr FRA,DFMF,Southampton,21,1999,1.1,0,0,0,2,1,0,2,3,2,0,0,0,13,1,3,25
Virgil van Dijk,nl NED,DF,Liverpool,29,1991,4.1,1,0,0,4,3,1,0,0,1,0,0,0,48,16,7,69.6
Jamie Vardy,eng ENG,FW,Leicester City,33,1987,31.6,1,0,0,27,27,36,24,8,8,5,0,0,83,56,68,45.2
Joël Veltman,nl NED,DF,Brighton,28,1992,25.3,3,0,0,42,43,0,52,35,41,0,0,0,274,48,35,57.8
Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,28.6,3,1,0,22,12,0,2,38,37,1,0,0,309,108,46,70.1
Rúben Vinagre,pt POR,DF,Wolves,21,1999,1.9,0,0,0,2,0,0,4,1,3,0,0,0,19,3,3,50
Carlos Vinícius,br BRA,FW,Tottenham,25,1995,3.4,2,0,0,11,5,2,2,1,0,0,0,0,10,11,20,35.5
João Virgínia,pt POR,GK,Everton,20,1999,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Vitinha,pt POR,MF,Wolves,20,2000,5.8,0,0,0,12,9,1,3,4,7,0,0,0,36,0,2,0
Jake Vokins,eng ENG,DF,Southampton,20,2000,0.7,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,
Matěj Vydra,cz CZE,FW,Burnley,28,1992,15.2,0,0,0,7,15,12,6,5,6,0,0,0,49,31,97,24.2
Theo Walcott,eng ENG,MFFW,Southampton,31,1989,18,0,0,0,16,32,8,34,9,18,0,0,0,115,8,29,21.6
Theo Walcott,eng ENG,FW,Everton,31,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyle Walker,eng ENG,DF,Manchester City,30,1990,21.6,1,0,0,25,15,1,24,15,27,0,3,0,187,28,14,66.7
Kyle Walker-Peters,eng ENG,DF,Southampton,23,1997,29.4,4,0,0,37,48,7,22,40,43,1,1,0,275,20,39,33.9
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,22,1997,34,3,0,0,33,20,1,57,66,52,0,0,0,267,46,35,56.8
Joel Ward,eng ENG,DF,Crystal Palace,30,1989,25.1,5,0,0,34,14,1,15,52,26,0,1,0,227,59,42,58.4
James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38,5,0,0,55,37,0,52,44,57,0,1,0,483,49,64,43.4
Ollie Watkins,eng ENG,FW,Aston Villa,24,1995,37,4,1,1,49,69,30,36,12,22,0,0,0,121,139,178,43.8
Caleb Watts,au AUS,MFFW,Southampton,18,2002,0.4,1,0,0,1,1,0,1,0,1,0,0,0,2,1,3,25
Adam Webster,eng ENG,DF,Brighton,25,1995,28.8,4,0,0,25,19,1,2,40,21,0,0,0,320,90,50,64.3
Danny Welbeck,eng ENG,FW,Brighton,29,1990,17.2,0,0,0,21,20,5,5,5,8,2,0,0,61,20,47,29.9
Timo Werner,de GER,FW,Chelsea,24,1996,28.9,2,0,0,32,36,26,48,6,18,5,0,0,144,13,41,24.1
Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,7,0,0,50,53,0,71,48,14,0,0,0,420,14,31,31.1
Ben White,eng ENG,DFMF,Brighton,22,1997,35.5,5,1,1,39,14,1,19,45,33,0,0,0,302,52,46,53.1
Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,1,0,0,19,34,0,4,25,24,0,0,0,295,37,50,42.5
Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,2.1,0,0,0,3,3,0,1,9,1,0,0,0,13,0,1,0
Neco Williams,wls WAL,DF,Liverpool,19,2001,2.8,1,0,0,4,6,0,11,5,5,0,1,0,24,3,3,50
Rhys Williams,eng ENG,DF,Liverpool,19,2001,7.3,0,0,0,4,3,0,0,8,2,0,0,0,76,32,7,82.1
Willian,br BRA,FWMF,Arsenal,31,1988,15.6,0,0,0,9,27,4,44,12,6,0,0,0,84,6,16,27.3
Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,10.9,0,0,0,15,23,0,10,32,25,1,1,0,80,13,25,34.2
Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,1,0,0,5,4,1,5,5,4,0,0,0,21,7,5,58.3
Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992,23.2,2,0,0,47,48,23,13,3,10,2,0,0,87,39,127,23.5
Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,5,0,0,12,14,0,2,16,14,0,0,0,102,8,6,57.1
Chris Wood,nz NZL,FW,Burnley,28,1991,30.5,0,0,0,42,33,25,4,5,11,1,0,0,101,168,215,43.9
Granit Xhaka,ch SUI,MFDF,Arsenal,27,1992,28,7,1,0,47,43,1,6,25,37,0,0,0,317,46,33,58.2
Andriy Yarmolenko,ua UKR,FWMF,West Ham,30,1989,4.2,3,0,0,9,7,5,11,3,4,0,0,0,29,3,3,50
DeAndre Yedlin,us USA,DF,Newcastle Utd,27,1993,4.8,0,0,0,5,5,1,8,3,6,0,0,0,28,4,3,57.1
Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,4,0,0,34,33,0,3,42,33,0,2,0,203,41,20,67.2
Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,29,6,0,0,42,98,22,51,27,24,1,0,0,140,10,39,20.4
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,28.7,6,0,0,50,45,0,13,55,53,0,0,0,330,55,38,59.1
Andi Zeqiri,ch SUI,FWDF,Brighton,21,1999,1.9,0,0,0,2,3,0,5,0,3,0,0,0,12,2,5,28.6
Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,16.4,0,0,0,8,7,1,17,20,13,0,0,0,153,24,14,63.2
Hakim Ziyech,ma MAR,FWMF,Chelsea,27,1993,13,3,0,0,23,20,4,42,10,7,0,0,0,94,3,22,12
Kurt Zouma,fr FRA,DF,Chelsea,25,1994,22.5,3,0,0,21,8,0,0,26,13,0,0,0,210,97,34,74
