Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,3,19,6,31.6,0.5,0.16,0.16,0.5,22.4,0,0,0,1.1,1.1,0.06,1.9,1.9
Ben White,eng ENG,DFMF,Brighton,22,1997,35.5,0,10,0,0,0.28,0,0,,16.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,2,31,9,29,0.95,0.28,0.06,0.22,16.9,1,0,0,3.2,3.2,0.1,-1.2,-1.2
Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,2.1,0,1,1,100,0.48,0.48,0,0,12,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Neco Williams,wls WAL,DF,Liverpool,19,2001,2.8,0,2,0,0,0.72,0,0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Rhys Williams,eng ENG,DF,Liverpool,19,2001,7.3,0,7,0,0,0.95,0,0,,8.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Willian,br BRA,FWMF,Arsenal,31,1988,15.6,1,20,3,15,1.28,0.19,0.05,0.33,18.3,5,0,0,2.1,2.1,0.11,-1.1,-1.1
Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,10.9,8,17,12,70.6,1.56,1.1,0.47,0.67,13.2,0,0,1,3.6,2.6,0.16,4.4,5.4
Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,0,4,0,0,1.51,0,0,,10.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992,23.2,12,44,16,36.4,1.9,0.69,0.18,0.5,13,0,4,4,11.3,8.2,0.19,0.7,-0.2
Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,0,4,1,25,0.42,0.1,0,0,29.1,0,0,0,0.1,0.1,0.01,-0.1,-0.1
Chris Wood,nz NZL,FW,Burnley,28,1991,30.5,12,67,37,55.2,2.2,1.21,0.15,0.27,13.1,0,2,2,13.3,11.8,0.18,-1.3,-1.8
Granit Xhaka,ch SUI,MFDF,Arsenal,27,1992,28,1,21,6,28.6,0.75,0.21,0.05,0.17,25.8,7,0,0,0.8,0.8,0.04,0.2,0.2
Andriy Yarmolenko,ua UKR,FWMF,West Ham,30,1989,4.2,0,7,2,28.6,1.68,0.48,0,0,19.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
DeAndre Yedlin,us USA,DF,Newcastle Utd,27,1993,4.8,0,2,0,0,0.41,0,0,,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,0,12,0,0,0.82,0,0,,20.2,1,0,0,0.9,0.9,0.07,-0.9,-0.9
Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,29,11,59,19,32.2,2.03,0.65,0.15,0.47,16.3,0,2,2,7.5,5.9,0.1,3.5,3.1
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,28.7,0,34,8,23.5,1.18,0.28,0,0,20.5,0,0,0,1.8,1.8,0.05,-1.8,-1.8
Andi Zeqiri,ch SUI,FWDF,Brighton,21,1999,1.9,0,7,2,28.6,3.68,1.05,0,0,13.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,16.4,0,16,4,25,0.97,0.24,0,0,21.9,1,0,0,0.7,0.7,0.05,-0.7,-0.7
Hakim Ziyech,ma MAR,FWMF,Chelsea,27,1993,13,2,35,12,34.3,2.69,0.92,0.06,0.17,21.8,0,0,0,1.9,1.9,0.05,0.1,0.1
Kurt Zouma,fr FRA,DF,Chelsea,25,1994,22.5,5,27,12,44.4,1.2,0.53,0.19,0.42,12.2,0,0,0,1.8,1.8,0.07,3.2,3.2
